,EIN,NAME,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
216,20602143,SASSE ALUMNI ASSOCIATION INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
217,20604931,VOLUNTEER SUMMER ENGLISH TEACHERS,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,370941,1
218,20612084,INFRAGARD NATIONAL MEMBERS ALLIANCE INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
219,20613004,RENTON AREA ATHLETIC ASSOCIATION,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
220,20613652,TEAM AGAINST DRUGS INC,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,5000,1
221,20613723,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
222,20613994,TREASURE COAST HAND SOCIETY,T3,Independent,C1200,Preservation,Association,1,0,N,5000,1
223,20615561,SONS OF CONFEDERATE VETERANS INC,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
224,20616337,SECURE BENEFIT SERVICES INC,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,1728949,1
225,20617968,VELLEJO FIRST CORPORATION,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
226,20626486,VIETNAMESE COMMUNITY FOR MUTUAL SUPPORT OF SEATTLE CITY,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
227,20632489,SANTO ROSARIO ASSEMBLY NO 2733 FOURTH DEGREE KNIGHTS OF COLUMBUS,T8,Independent,C1000,Preservation,Association,1,0,N,5000,0
228,20634996,BETA UPSILON CHI OPERATIONAL,T7,Independent,C1000,ProductDev,Trust,1,1M-5M,N,287332,0
229,20642374,INTERNATIONAL COMPLIANCE PROFESSIONAL ASSOCIATION CORP,T6,Independent,C1000,ProductDev,Trust,1,1M-5M,N,1790960,1
230,20642399,CALIFORNIA TEACHERS ASSOCIATION,T5,CompanySponsored,C3000,ProductDev,Association,1,1-9999,N,23799,0
231,20645322,OKLAHOMA LIFE SKILLS ASSOCIATION,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,201655,1
232,20647127,THE OREGON STATE FEDERATION OF GARDEN CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
233,20648013,SHARING THE HARVEST,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
234,20649134,ASIAN PACIFIC AMERICAN INTERNAL REVENUE EMPLOYEES,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
235,20651055,AMERICAN CANCER SOCIETY INC,T3,CompanySponsored,C1800,Preservation,Association,1,5M-10M,N,27285052,1
236,20659877,THE OREGON STATE FEDERATION OF GARDEN CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
237,20661045,CHINESE AMERICAN REAL ESTATE PROFESSIONALS ASSOCIATION,T5,Independent,C2000,ProductDev,Trust,1,10000-24999,N,7139,1
238,20662585,WOODLAND PUBLIC CHARITY,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,74643,1
239,20676551,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
240,20676871,PACIFIC STAGES,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
241,20677354,SUTTON SENIOR ANNEX INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,640921,0
242,20677361,SULLIVAN SENIOR HOUSING INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,2705244,0
243,20681855,OUT & EQUAL,T3,Independent,C1200,Preservation,Trust,1,5M-10M,N,2770474,1
244,20685246,PROFESSIONAL LOADMASTER ASSOCIATION,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
245,20689230,THE DWELLING PLACE PHASE I INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
246,20692279,SOCIETY TO INCREASE MOBILITY INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
247,20693187,ALEXANDRIA AFFORDABLE HOUSING CORPORATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
248,20695289,CLIPPED WINGS UNITED AIRLINES STEWARDESS ALUMNAE INC,T3,CompanySponsored,C1000,Preservation,Co-operative,1,0,N,5000,0
249,20702802,FLORIDA GOVERNMENT FINANCE OFFICERS ASSOCIATION INC,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
250,20702806,FLORIDA GOVERNMENT FINANCE OFFICERS ASSOCIATION INC,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
251,20702812,FLORIDA GOVERNMENT FINANCE OFFICERS ASSOCIATION INC,T6,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
252,20702823,FLORIDA GOVERNMENT FINANCE OFFICERS ASSOCIATION INC,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
253,20702826,FLORIDA GOVERNMENT FINANCE OFFICERS ASSOCIATION INC,T6,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
254,20702829,FLORIDA GOVERNMENT FINANCE OFFICERS ASSOCIATION INC,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
255,20702832,FLORIDA GOVERNMENT FINANCE OFFICERS ASSOCIATION INC,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
256,20702834,FLORIDA GOVERNMENT FINANCE OFFICERS ASSOCIATION INC,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
257,20704284,FERRET AWARENESS CLUB OF TRICITIES,T3,Independent,C4000,Preservation,Trust,1,0,N,5000,0
258,20704963,JOURNEY DAYBOOK INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
259,20706620,CHRISTIAN DANCE STUDIOS INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,61686,0
260,20706812,UCB USA INC,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,1064584,1
261,20709651,CITIZENS FOR PROGRESS INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
262,20711397,ANTELOPE VALLEY GIRLS SOFTBALL ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,25736,1
263,20711886,HOLIDAY RAMBLER RECREATIONAL VEHICLE CLUB INC,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
264,20714551,HEALTH AND LIFE ORGANIZATION INC,T3,Independent,C1000,Heathcare,Trust,1,10M-50M,N,17512616,1
265,20718342,AREA TALLAHASSEE AQUATIC CLUB BOOSTERS INC,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,39064,1
266,20720405,CITIZENS POLICE ACADEMY ALUMNI ASSOCIATION OF NORTHGLENN INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
267,20727388,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
268,20727601,LA LECHE LEAGUE INTERNATIONAL INC,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
269,20727742,WASHINGTON CAMBODIAN BUDDHIST SOCIETY,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
270,20728999,OCOTILLO LITERARY ENDEAVORS INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
271,20729856,TAU OMICRON ZETA CHAPTER OF ZETA PHI BETA SORORITY INC,T7,Independent,C1000,ProductDev,Association,1,0,N,5000,0
272,20732814,POTEAU MAIN STREET MATTERS INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,67654,0
273,20734927,DEPT OF GEORGIA LADIES AUXILIARY TO THE VFW OF THE UNITED STATES,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
274,20736142,VETERANS FOR PEACE INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
275,20737091,NATIONAL FEDERATION OF MUSIC CLUBS,T3,CompanySponsored,C2000,Preservation,Association,1,25000-99999,N,139694,0
276,20739003,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
277,20743045,MARINE CORPS LEAGUE,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
278,20743377,INTERNATIONAL WOMEN PRAYER CONFERENCE,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
279,20747858,BENITA INTERNATIONAL CHILDRENS ORGANIZATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
280,20747930,NORTH EDGEFIELD ORGANIZED NEIGHBORS CDC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
281,20749635,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
282,20750280,FRIENDS OF UNION COUNTY LIBRARIES,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
283,20753003,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
284,20755902,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
285,20756178,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
286,20756380,CLASSICAL CHRISTIAN CONSULTANTS COMPANY INC,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
287,20759742,CHASTITY STEMMONS MINISTRIES,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
288,20764559,FOUNDATION FOR DEMOCRATIC AND GOVERNMENTAL STUDIES,T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,1
289,20766588,COLLEGE AND UNIVERSITY PROFESSIONAL ASSOCIATION FOR HUMAN SERVICES,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
290,20769898,DEPARTMENT OF NEW MEXICO VETERANS OF FOREIGN WARS OF THE US AUXILIAR,T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
291,20769900,DEPARTMENT OF NEW MEXICO VETERANS OF FOREIGN WARS OF THE US AUXILIAR,T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
292,20770260,DEPARTMENT OF NEW MEXICO VETERANS OF FOREIGN WARS OF THE US AUXILIAR,T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
293,20770855,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
294,20772423,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
295,20773076,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
296,20775662,INSIGHT BROADCASTING CORPORATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
297,20777129,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
298,20777900,REAL SAFETY NETWORK OF LONG CHAPEL,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
299,20778129,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
300,20778229,LIFELONG LEARNING AND COMMUNITY SERVICE CENTER PROV MIS BAP CH INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
301,20779034,DAZHONGHUA FAMILY TREE DEVELOPMENT ASSOCIATION,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
302,20779049,BLUE STAR MOTHERS OF AMERICA INC,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
303,20779095,DOMINION MANDATE MINISTRIES INC,T3,Independent,C7000,Preservation,Trust,1,100000-499999,N,212362,1
304,20780063,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
305,20780572,THE FOOD PANTRY,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,87981,0
306,20781707,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
307,20781988,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
308,20785420,MEMPHIS ARTS COLLECTIVE PARTNERSHIP,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,16027,1
309,20785630,GATEWAY TO PEACE MUSEUM INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
310,20785701,IRON WARRIORS MOTORCYCLE CLUB CENTRAL LOUISIANA CHAPTER,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
311,20787196,UPPER VALLEY HISTORICAL SOCIETY,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
312,20787550,ONE VOICE,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1066994,1
313,20798497,TENNESSEE LICENSED PROFESSIONAL COUNSELORS ASSOCIATION,T6,Independent,C2000,ProductDev,Trust,1,25000-99999,N,107484,1
314,20799690,SOCIAL ALTERNATIVE LEARNING TECHNIQUES INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
315,20800484,RISE TOGETHER MINISTRIES,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,9860,1
316,20803250,TEXAS ASSOCIATION OF PHILIPPINE PHYSICIANS INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
317,20805839,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
318,20807054,MINISTRY OF RECONCILING PEACE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
319,20808347,LOCAL 3094 OF UNITED BROTHERHOOD OF CARPENTERS & JOINERS OF AMERICA,T5,Independent,C3000,ProductDev,Association,1,0,N,5000,0
320,20809069,ASSOCIATION OF EXPERIMENTAL ROCKETRY OF THE PACIFIC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
321,20809597,ORANGE COUNTY CORNERSTONE OUTREACH,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,20380,1
322,20810124,ROTARY INTERNATIONAL,T4,CompanySponsored,C3000,Preservation,Trust,1,0,N,5000,0
323,20810979,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
324,20811039,DALLAS AREA WRITERS GROUP,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
325,20811632,IN THE HOUSE,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
326,26167634,CONSOLATA HEALTHCARE FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,293732,0
327,26179070,SARDIS CHURCH CEMETERY PERPETUAL CARE TR FUND,T13,Independent,C1000,Preservation,Co-operative,1,0,N,5000,1
328,30377757,UNIVERSAL DOOR MEDITATION CENTER,T3,Independent,C1700,Preservation,Trust,1,25000-99999,N,2471994,1
329,30379811,SONS OF CONFEDERATE VETERANS INC,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
330,30387385,COVENANT CHRISTIAN INC,T3,Independent,C2700,Preservation,Trust,1,1M-5M,N,2793433,0
331,30397378,ORANGE COUNTY TRAFFIC OFFICERS ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
332,30399333,SILICON VALLEY CHORUS,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
333,30400216,KING DAVIDFOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,324268,1
334,30411647,CHURCH TEAM MINISTRIES INTERNATIONAL USA INC,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
335,30414879,INDEPENDENT ELECTRICAL CONTRACTORS INC,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,343650,1
336,30420895,AIR FORCE ASSOCIATION,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
337,30422075,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
338,30426021,CALIFORNIA ARTS ASSOCIATION,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
339,30435498,TYLER LIONS YOUTH SPORTS,T3,Independent,C1200,Preservation,Association,1,0,N,5000,1
340,30446564,NATIONAL ASSOCIATION OF TEACHERS OF SINGING INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
341,30448478,WILDLIFE REFUGE & SANCTUARY SILVER WOLF,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,497726,1
342,30466294,INTERNATIONAL LEAGUE FOR MUSLIM WOMEN INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
343,30467340,HOPE FOR HEALING ORG,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
344,30476245,W O M B S MINISTRIES INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
345,30478794,UNIVERSITY OF FLORIDA ALUMNI ASSOCIATION INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
346,30484384,UNITED BRITISH SPORTS CAR CLUB,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
347,30489440,DISABLED AMERICAN VETERANS AUXILIARY INC,T4,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
348,30491948,PARENT ACTION COALITION FOR EDUCATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
349,30492613,HABITAT FOR HUMANITY INTERNATIONAL INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
350,30493957,AMILCAR MARTINS EQUESTRIAN CENTER INC,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,28993,1
351,30494378,MID MISSOURI LAW ENFORCEMENT FIREFIGHTERS & EMS FUND,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,118358,1
352,30498821,DIGITAL WORKFORCE ACADEMY INC,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,2257305,1
353,30506710,SEATTLE-EAST TIMOR RELIEF ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
354,30521366,CALIFORNIA GARDEN CLUBS INC,T3,CompanySponsored,C1200,CommunityServ,Trust,1,0,N,5000,0
355,30521416,BIAGINI BASEBALL FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
356,30521670,TUSKEGEE AIRMEN INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
357,30526797,MILLER JUNIOR HIGH PARENT-TEACHER ORGANIZATION,T3,Independent,C2000,Preservation,Association,1,0,N,5000,1
358,30528765,KIRKWOOD SCHOOL DISTRICT PARENT TEACHER ORGANIZATIONAL COUNCIL,T3,CompanySponsored,C2000,ProductDev,Trust,1,25000-99999,N,64723,0
359,30531290,BANGLADESH AMERICAN SOCIETY OF GREATER HOUSTON,T3,Independent,C1200,Preservation,Trust,1,10000-24999,N,403069,1
360,30533724,STUDENTS TAKING RESPONSIBILITY IN DEVELOPING EXCELLENCE INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
361,30537370,ACADEMIC AND COMMUNITY EXCELLENCE INCORPORATED,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
362,30538679,FRIENDS OF READY COMMUNITY EMERGENCY RESPONSE TEAMS,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
363,30539566,CC MASON ELEMENTARY PARENT TEACHER ORGANIZATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
364,30540984,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
365,30545193,NORTH GEORGIA HEAT BASKETBALL,T3,Independent,C1000,Preservation,Association,1,25000-99999,N,5000,0
366,30545375,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
367,30550171,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
368,30562825,METHODIST EVANGELICAL COVENANT CONNECTION,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
369,30563369,NEWSOME COMMUNITY FARMS INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
370,30564229,NATION OF ISLAM PRISON REFORM MINISTRY OF OKLAHOMA INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
371,30565422,GATEWAY TO THE BEAUTIFUL BLUE RIDGE MOUNTAINS BLUE RIDGE GEORGIA,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
372,30566721,CISD EDUCATIONAL SUPPORT GROUPS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,8120,0
373,30566869,COLLEGE OPTIONS FOUNDATION INC,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,329188,1
374,30567420,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
375,30568170,BIG BEND DISASTER ANIMAL RESPONSE TEAM INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
376,30568837,LEMON BAY BASEBALL BOOSTERS INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
377,30569572,MY BROTHERS & SISTERS RESTORATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
378,30570681,KIDS ENJOY EXERCISE NOW,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,5000,1
379,30572656,CISD EDUCATIONAL SUPPORT GROUPS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
380,30573154,SAN DIEGO CHAPTER OF AMERICAN PAYROLL ASSOCIATION,T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
381,30573171,UNITED OSTOMY ASSOCIATIONS OF AMERICA INC,T3,CompanySponsored,C1200,CommunityServ,Association,1,0,N,5000,1
382,30575511,AMERICAN YOUTH FOOTBALL INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
383,30576756,INLAND NORTHWEST MEDICAL GROUP MANAGEMENT ASSOCIATION,T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
384,30577794,UPENDO LEARNING CENTER,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
385,30580658,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
386,30581067,SOCIETY FOR INDIA TRIBALS IN MINISTRY INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,6960,1
387,30581281,LUTHERAN LEGACY INCORPORATED,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
388,30581801,HEALING THE FAMILY INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,180240,1
389,30582437,WEDGEWOOD HEALING CENTER,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
390,30583469,ALABAMA FEDERATION OF WOMENS CLUBS,T4,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
391,30585271,ARAGON DONS HIGH SCHOOL FOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
392,30586918,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
393,30588235,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
394,30589074,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
395,30590199,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
396,30590575,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
397,30591943,INTERNATIONAL CHINESE SOCIETY FOR PHYSICAL ACTIVITIES AND HEALTH,T3,Independent,C1200,Preservation,Association,1,0,N,5000,1
398,30592846,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,1-9999,N,47901,0
399,30593250,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
400,30593497,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
401,30595081,KELRIK PRODUCTIONS INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,23322,1
402,30595699,THE CHEERLEADERS FOR CHRIST ASSOCIATION INCORPORATED,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
403,30600651,HIRAM ROSENWALD SCHOOL PRESERVATION COMMITTEE INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
404,30600827,PTA UTAH CONGRESS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
405,30602301,INDIAN INSTITUTE OF SCIENCE ALUMI ASSOCIATION OF NORTH AMERICA,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
406,30603791,CANINE HEALTH EDUCATION & WELFARE,T3,Independent,C4000,Preservation,Trust,1,100000-499999,N,102050,1
407,30605403,NORTH TEXAS SCOTTIE RESCUE INC,T3,Independent,C4100,Preservation,Trust,1,0,N,5000,1
408,30606006,FIRE ESCAPE MINISTRIES INC,T3,Independent,C7200,Preservation,Trust,1,0,N,5000,1
409,30608993,HAITIAN AMERICAN ART NETWORK,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
410,30609591,CHANGING UNFULFILLED POTENTIAL,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
411,30610620,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
412,30612337,CALIFORNIA BASS FEDERATION NATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
413,30613105,FRESH FIRE INTERNATIONAL MINISTRIES INC,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
414,36074696,FENTON COMMUNITY CHARITABLE ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,25846,1
415,36100362,MIAMI ASSOCIATION OF FIRE FIGHTERS HEALTH BENEFIT TR,T9,Independent,C1000,ProductDev,Co-operative,1,1M-5M,N,10935786,1
416,41422332,ASSOCIATION OF TRADITIONAL HOOKING ARTISTS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
417,42617261,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
418,42618501,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
